user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AalE_18-Q3-R2-46_BAT3C.235	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	N/A	N/A	N/A	N/A	N/A	GCA_001724275.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp001724275	81.5	0.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014379705.1, s__SCN-70-22 sp014379705, 95.0, 77.49, 0.28	83.58	11	0.9485863090726722	N/A
AalE_18-Q3-R2-46_BAT3C.277	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.51	11	0.9079256804304593	N/A
AalE_18-Q3-R2-46_BAT3C.320	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	GCA_002396625.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	99.85	0.99	GCA_002396625.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	99.85	0.99	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903938575.1, s__UBA5518 sp903938575, 95.0, 77.29, 0.21; GCA_903928015.1, s__UBA5518 sp903928015, 95.0, 77.25, 0.2; GCA_903921135.1, s__UBA5518 sp903921135, 95.0, 77.15, 0.23	97.0	11	N/A	N/A
AalE_18-Q3-R2-46_BAT3C.357	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011391405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__RPQJ01 sp011391405	90.84	0.75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003819815.1, s__RPQJ01 sp003819815, 95.0, 79.56, 0.49; GCA_012026925.1, s__RPQJ01 sp012026925, 95.0, 79.34, 0.4	91.42	11	0.9885450473062315	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AalE_18-Q3-R2-46_BAT3C.409	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_011055725.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__FeB-14 sp011055725	78.61	0.42	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003104995.1, s__FeB-14 sp003104995, 95.0, 78.15, 0.34	89.93	11	0.9648355754241817	N/A
AalE_18-Q3-R2-46_BATAC.147	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	94.02	11	0.9020179452542443	N/A
AalE_18-Q3-R2-46_BATAC.155	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	87.91	11	0.6997858259782382	N/A
AalE_18-Q3-R2-46_BATAC.180	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_009773765.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium sp009773765	78.02	0.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003516705.1, s__Draconibacterium sp003516705, 95.0, 77.47, 0.25	70.0	11	0.9656621283366051	N/A
AalE_18-Q3-R2-46_BATAC.194_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ANI	N/A	GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 79.27, 0.37; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 78.92, 0.38; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 78.9, 0.33; GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 78.89, 0.37; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 78.88, 0.4; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 78.85, 0.33; GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 78.85, 0.29; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 78.83, 0.4; GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 78.83, 0.31; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 78.82, 0.35; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 78.81, 0.36; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 78.8, 0.32; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 78.77, 0.3; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 78.76, 0.27; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 78.73, 0.32; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 78.68, 0.28; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 78.67, 0.3; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 78.67, 0.29; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.55, 0.3; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 78.53, 0.28; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 78.49, 0.32; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 78.49, 0.29; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 78.44, 0.29; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 78.43, 0.38; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 78.4, 0.34; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.4, 0.31; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 78.39, 0.27; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 78.37, 0.3; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 78.36, 0.25; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.34, 0.25; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 78.31, 0.22; GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 78.27, 0.27; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 78.27, 0.26; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 78.25, 0.23; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 78.25, 0.31; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 78.24, 0.34; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 78.23, 0.27; GCA_903894475.1, s__Rhodoferax sp903894475, 95.0, 78.18, 0.23; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 78.16, 0.27; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 78.14, 0.23; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 78.14, 0.23; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 78.14, 0.27; GCA_007280205.1, s__Rhodoferax sp007280205, 95.0, 78.14, 0.24; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 78.13, 0.26; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 78.12, 0.26; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 78.1, 0.25; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.09, 0.31; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 78.08, 0.26; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 78.08, 0.31; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 78.07, 0.27; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 78.0, 0.24; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 78.0, 0.27; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 77.99, 0.25; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 77.99, 0.28; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 77.98, 0.25; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 77.97, 0.21; GCA_903906695.1, s__Rhodoferax sp903906695, 95.0, 77.91, 0.24; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 77.86, 0.39; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 77.85, 0.24; GCA_903925725.1, s__Rhodoferax sp903925725, 95.0, 77.81, 0.2; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 77.78, 0.24; GCA_903876045.1, s__Rhodoferax sp903876045, 95.0, 77.77, 0.18; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 77.73, 0.29; GCA_903873485.1, s__Rhodoferax sp903873485, 95.0, 77.73, 0.24; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 77.71, 0.28; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 77.56, 0.24; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 77.51, 0.21; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 77.49, 0.26; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 77.48, 0.28; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.48, 0.25; GCA_903927295.1, s__Rhodoferax sp903927295, 95.0, 77.48, 0.25; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.43, 0.1; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 77.41, 0.25; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 77.39, 0.15; GCA_903875275.1, s__Rhodoferax sp903875275, 95.0, 77.34, 0.22; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 77.32, 0.2; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 77.26, 0.2; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 77.23, 0.2; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 77.18, 0.21; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 77.02, 0.21	87.49	11	0.9511617860806864	N/A
AalE_18-Q3-R2-46_BATAC.251	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.96	11	0.910709097268951	N/A
AalE_18-Q3-R2-46_BATAC.258	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__	N/A	N/A	N/A	N/A	N/A	GCA_002396625.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	78.72	0.45	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903921135.1, s__UBA5518 sp903921135, 95.0, 78.75, 0.35; GCA_903928015.1, s__UBA5518 sp903928015, 95.0, 78.52, 0.34; GCA_903938575.1, s__UBA5518 sp903938575, 95.0, 78.5, 0.32	93.89	11	0.9036126659606954	N/A
AalE_18-Q3-R2-46_BATAC.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.0	11	0.6708541274302029	N/A
AalE_18-Q3-R2-46_BATAC.321	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	99.41	0.99	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	99.41	0.99	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903939735.1, s__UBA10438 sp903939735, 95.0, 77.97, 0.14	97.28	11	N/A	N/A
AalE_18-Q3-R2-46_BATAC.345	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903912485.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__CAIWHR01 sp903912485	81.68	0.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_010365205.1, s__CAIWHR01 sp010365205, 95.0, 80.11, 0.52	93.17	11	0.9212551064784419	N/A
AalE_18-Q3-R2-46_BATAC.376	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	N/A	N/A	N/A	N/A	N/A	GCA_001899855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp001899855	93.73	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900115085.1, s__Dokdonella immobilis, 95.0, 81.15, 0.62; GCA_004295005.1, s__Dokdonella sp004295005, 95.0, 79.25, 0.45; GCA_002483055.1, s__Dokdonella sp002483055, 95.0, 79.15, 0.33; GCA_003241385.1, s__Dokdonella denitrificans_A, 95.0, 78.61, 0.4; GCF_001632775.1, s__Dokdonella koreensis, 95.0, 78.58, 0.38	95.18	11	0.9948494466890538	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AalE_18-Q3-R2-46_BATAC.574	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	taxonomic classification fully defined by topology	N/A	N/A	91.78	11	0.9168508289710798	N/A
AalE_18-Q3-R2-46_BATAC.579	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.36	11	0.6694343738779087	N/A
AalE_18-Q3-R2-46_BATAC.604	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	N/A	N/A	N/A	N/A	N/A	GCA_902826215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902826215	80.19	0.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.75, 0.37; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.55, 0.31; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.3, 0.28; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.98, 0.23; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.95, 0.22; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.67, 0.24; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.44, 0.2	88.49	11	0.9887893348595689	N/A
AalE_18-Q3-R2-46_MAXAC.018	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.18	11	0.9798459121644725	N/A
AalE_18-Q3-R2-46_MAXAC.019	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__	N/A	N/A	N/A	N/A	N/A	GCA_002414905.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__UBA5066 sp002414905	86.37	0.77	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.09	11	0.9640241881433873	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AalE_18-Q3-R2-46_MAXAC.020	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	87.29	11	0.9348373752964965	N/A
AalE_18-Q3-R2-46_MAXAC.025	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_009773455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__Lentimicrobium sp009773455	85.56	0.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002426025.1, s__Lentimicrobium sp002426025, 95.0, 77.6, 0.23; GCA_013336205.1, s__Lentimicrobium sp013336205, 95.0, 77.44, 0.26	96.51	11	0.9906190696485768	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AalE_18-Q3-R2-46_MAXAC.039	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI	N/A	GCA_001464625.1, s__JJ008 sp001464625, 95.0, 78.45, 0.33; GCF_002127295.1, s__JJ008 sp002127295, 95.0, 78.42, 0.37; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.51, 0.27; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.37, 0.25; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.31, 0.24; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.25, 0.23; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.07, 0.18	94.22	11	0.9578806248710584	N/A
AalE_18-Q3-R2-46_MAXAC.064	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.59	11	0.8215305816718601	N/A
AalE_18-Q3-R2-46_MAXAC.077_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABRC01;s__JAABRC01 sp011391115	GCA_011391115.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABRC01;s__JAABRC01 sp011391115	97.52	0.69	GCA_011391115.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABRC01;s__JAABRC01 sp011391115	97.52	0.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.79	11	N/A	N/A
AalE_18-Q3-R2-46_MAXAC.082	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_003455235.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp003455235	77.3	0.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 78.24, 0.31; GCA_903878475.1, s__Ferruginibacter sp903878475, 95.0, 77.11, 0.27; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.43, 0.1	87.37	11	0.9387904876819336	N/A
AalE_18-Q3-R2-46_MAXAC.086	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005881895.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp005881895	77.72	0.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	88.03	11	0.9003107440914021	N/A
AalE_18-Q3-R2-46_MAXAC.100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__	N/A	N/A	N/A	N/A	N/A	GCA_003158255.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__Fen-999 sp003158255	80.06	0.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003157035.1, s__Fen-999 sp003157035, 95.0, 78.62, 0.29	90.73	11	0.9312884022969247	N/A
AalE_18-Q3-R2-46_MAXAC.103	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.71	11	0.8662832348368572	N/A
