MAG	NumContigs	TotBP	MaxContigBP	AvContigBP	HQMAG	HQdRep	HQdRep99ANI	HQSpRep	Comp	Cont	StrHet	Circ	FLSSU	FLLSU	GTDBTaxRS95	MiDAS3_7Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	ilmcov	npcov	max_abund	mm27f	mm534r	ttl_polymorphic_rate	polymut_rate
Lyne_18-Q3-R50-59_MAXAC.376.fa	51	5925340	684585	116183.1	1083HQ	297_0	297_0	SPREPHQ	90.85	0.76	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2329;s__	ESV9494.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Lewinella,s:midas_s_9494;	99.2	1447	KC432053.1.1353 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;uncultured bacterium	98.3	1353	4.470576	9.021168	0.057023916	0	0	0.0311881911628587	0.00832810353308343
Lyne_18-Q3-R50-59_MAXAC.409.fa	8	7334346	7061272	916793.2	1083HQ	497_0	497_0	SPREPHQ	97.73	2.27	0	NA	2	2	d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__	ESV8698.1486;tax=d:Bacteria,p:Planctomycetes,c:OM190,o:midas_o_8698,f:midas_f_8698,g:midas_g_8698,s:midas_s_8698;	95.4	1486	BX294875.1.1320 Bacteria;Planctomycetota;OM190;uncultured bacterium	95.5	1320	10.342991	12.989088	0.13644654	1	0	0.00608186198989853	0.00252444061293206
Lyne_18-Q3-R50-59_MAXAC.411_cln.fa	1	1560578	1560578	1560578	1083HQ	82_0	82_0	SPREPHQ	82.87	0	0	CIRCULAR	1	1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__GCA-2401425;f__;g__;s__	ESV5843.1380;tax=d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:Ca_Peregrinibacteria,f:midas_f_5174,g:midas_g_5843,s:midas_s_5843;	79	1399	JN481821.1.1348 Bacteria;Patescibacteria;Gracilibacteria;uncultured organism	91.3	1348	105.28196	238.07335	1.4139116	0	0	3.84834937881227e-06	0
Mari_18-Q3-R65-66_BAT3C.187.fa	41	4597590	544055	112136.3	1083HQ	116_1	116_1	NA	96.27	1.59	40	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__;g__;s__	ESV1987.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_1363,s:midas_s_1657;	100	1445	DQ066988.1.1378 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;uncultured bacterium	98.7	1378	7.481299	10.573767	NA	0	0	0.028757352069655	0.00622082926299794
Mari_18-Q3-R65-66_BAT3C.19.fa	20	4610529	883731	230526.5	1083HQ	388_1	388_1	NA	93.73	1.17	0	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV524.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:midas_g_81,s:midas_s_202;	98.3	1452	EU244077.1.1487 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;uncultured bacterium	98.2	1488	21.958418	18.041822	NA	0	0	0.031451309049806	0.00979391696142105
Mari_18-Q3-R65-66_BAT3C.227.fa	49	4561840	561027	93098.8	1083HQ	281_1	281_2	NA	96.33	3.23	25	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1225.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_225,s:midas_s_1225;	99.4	1446	FPLM01007072.1.1501 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	99.1	1501	8.427163	10.008565	NA	0	0	0.0394826791939896	0.00948819665734539
Mari_18-Q3-R65-66_BAT3C.296.fa	11	4036334	1141389	366939.5	1083HQ	86_1	86_1	SPREPHQ	94.8	0.74	50	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ESV390.1453;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Terrimonas,s:midas_s_390;	99	1453	KJ782815.1.1492 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;uncultured bacterium	98.5	1492	13.317797	19.196075	0.7935949	0	0	0.0207202204145786	0.00410178317040821
Mari_18-Q3-R65-66_BAT3C.310_sub.fa	68	3843639	274734	56524.1	1083HQ	411_1	411_1	NA	90.74	1.65	14.29	NA	1	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__	ESV2330.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:midas_s_1080;	96.5	1460	MWUM01000053.354.1871 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Zoogloea;Zoogloea sp. LCSB751	96.2	1518	10.643955	8.655526	NA	0	0	0.0304075788168078	0.00745743921904752
Mari_18-Q3-R65-66_BAT3C.341_fly.fa	1	938851	938851	938851	1083HQ	184_0	184_0	SPREPHQ	65.84	0.99	0	CIRCULAR	1	1	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA917;g__UBA919;s__	ESV6445.1440;tax=d:Bacteria,p:Patescibacteria,c:ABY1,o:Ca_Falkowbacteria,f:midas_f_5033,g:midas_g_5033,s:midas_s_5033;	87.1	1451	AF524025.1.1229 Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;uncultured bacterium	90	1233	11.311957	18.479431	0.45681152	0	1	0.014110157894559	0.00282417100842382
Mari_18-Q3-R65-66_BAT3C.366.fa	18	4218761	922682	234375.6	1083HQ	423_0	423_0	SPREPHQ	97.81	0.63	20	NA	3	4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__	ESV4009.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylomonaceae,g:Crenothrix,s:midas_s_4009;	98.4	1457	AB722214.1.1352 Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;uncultured bacterium	97	1352	7.619398	9.120521	0.11491076	1	0	0.0194236135333101	0.00445121370775821
Mari_18-Q3-R65-66_BAT3C.374.fa	12	4255639	1746853	354636.6	1083HQ	97_1	97_1	SPREPHQ	95.57	1.26	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV83.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	99.6	1451	FPLP01010415.34.1524 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;metagenome	99.2	1491	10.330213	15.143866	0.29030615	0	0	0.0192184734713952	0.00365853802599606
Mari_18-Q3-R65-66_BAT3C.397.fa	5	3679454	1142622	735890.8	1083HQ	274_0	274_0	SPREPHQ	100	0.54	100	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV4341.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_434,s:midas_s_4341;	100	1446	FPLL01001525.1.1386 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	97.6	1386	15.557865	18.855227	0.23847091	0	0	0.0107760894797932	0.00223981231510414
Mari_18-Q3-R65-66_BAT3C.41.fa	12	3282635	685773	273552.9	1083HQ	542_0	542_0	SPREPHQ	96.22	2.16	40	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__	ESV62.1442;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_5;	100	1442	FPLP01006174.1.1456 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Tetrasphaera;metagenome	99.7	1456	15.583233	13.3578	1.6224465	0	0	0.0259717122412826	0.00527822862647296
Mari_18-Q3-R65-66_BATAC.234_sub.fa	69	4377003	278886	63434.8	1083HQ	133_1	133_6	NA	93.88	4.95	54.55	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ESV2859.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Phaeodactylibacter,s:midas_s_970;	92.9	1446	FPLP01004838.3.1445 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;metagenome	93.1	1445	6.15769	8.59791	NA	0	0	0.0249844252465853	0.00656514941593685
Mari_18-Q3-R65-66_BATAC.295.fa	50	6649145	888246	132982.9	1083HQ	484_1	484_1	SPREPHQ	98.9	1.1	0	NA	2	1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	ESV929.1448;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_764,s:midas_s_929;	100	1448	JN609373.1.1487 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium	98.1	1491	13.235555	12.002533	0.25658098	0	0	0.0225394862739081	0.00493184435297385
Mari_18-Q3-R65-66_BATAC.299.fa	24	3208793	642909	133699.7	1083HQ	518_1	518_1	NA	98.32	1.12	83.33	NA	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	ESV59.1411;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:midas_g_59,s:midas_s_59;	100	1411	HM007527.1.1469 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured;uncultured bacterium	99.5	1470	10.27011	11.51558	NA	0	0	0.0154278657829886	0.00294520295656017
Mari_18-Q3-R65-66_BATAC.305.fa	36	4318063	630162	119946.2	1083HQ	126_1	126_1	SPREPHQ	96.04	0	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV37.1440;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_37;	100	1440	FPLP01007689.5.1503 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	98.6	1502	7.337248	9.401781	0.31437793	0	0	0.0129529414698621	0.00399989599403699
Mari_18-Q3-R65-66_BATAC.31.fa	12	2960683	767003	246723.6	1083HQ	515_1	515_1	NA	95.22	0.77	25	NA	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	ESV102.1409;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingorhabdus,s:midas_s_102;	98.6	1413	KC189694.1.1451 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;uncultured bacterium	97.9	1455	9.074263	10.319518	NA	0	0	0.0201988834020601	0.00372847757724202
Mari_18-Q3-R65-66_BATAC.326.fa	14	3886761	747823	277625.8	1083HQ	237_1	237_1	NA	96.58	1.76	0	NA	1	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	ESV170.1443;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:Blastocatellales,f:Blastocatellaceae,g:JGI_0001001-H03,s:midas_s_170;	99.8	1443	FPLP01002120.13.1513 Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03;metagenome	99.4	1501	8.835851	11.135063	NA	0	0	0.0109146800952119	0.00223475526058499
Mari_18-Q3-R65-66_BATAC.348.fa	38	3098272	341943	81533.5	1083HQ	533_0	533_0	SPREPHQ	91.09	1.62	66.67	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__;s__	ESV578.1448;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:PeM15,f:midas_f_5,g:midas_g_399,s:midas_s_578;	97.5	1449	FPLM01002114.17.1511 Bacteria;Actinobacteriota;Actinobacteria;PeM15;metagenome	97.3	1497	9.002134	8.401108	0.36766452	8	0	0.0437101248369889	0.011438061481531
Mari_18-Q3-R65-66_BATAC.397.fa	58	5460314	402547	94143.3	1083HQ	353_0	353_0	SPREPHQ	95.61	2.34	33.33	NA	1	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ESV647.1459;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_647;	99.7	1459	FPLP01009935.15.1531 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	99	1517	12.131098	11.106976	0.23748016	0	0	0.0391397070711476	0.00890282985742085
Mari_18-Q3-R65-66_BATAC.401.fa	17	4243704	1670624	249629.6	1083HQ	152_1	152_4	NA	96.75	2.06	50	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__;g__;s__	ESV283.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_283,s:midas_s_283;	99.7	1447	FPLP01004264.2.1479 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	99.5	1482	17.859127	25.661814	NA	0	0	0.0182529352396861	0.00324374698294398
Mari_18-Q3-R65-66_MAXAC.015.fa	33	4470116	553694	135458.1	1083HQ	114_1	114_4	NA	93.94	0.99	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__	ESV29.1449;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:OLB8,s:midas_s_29;	99.3	1449	FPLP01003456.2.1356 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;OLB8;metagenome	98.3	1355	5.847385	8.258386	NA	0	0	0.0176272260312719	0.00496109069764565
Mari_18-Q3-R65-66_MAXAC.024.fa	16	3707106	1509482	231694.1	1083HQ	92_1	92_1	SPREPHQ	98.28	0.49	100	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ESV32.1453;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Terrimonas,s:midas_s_32;	99.9	1453	FPLM01002904.13.1516 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;metagenome	99.6	1506	12.163979	17.58796	0.5459263	0	0	0.0179208563087901	0.0032848260279169
Mari_18-Q3-R65-66_MAXAC.025.fa	16	4271624	1053493	266976.5	1083HQ	45_1	45_2	NA	95.36	2.19	75	NA	1	1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__	ESV31.1442;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28,f:midas_f_31,g:midas_g_31,s:midas_s_31;	99.8	1444	FPLP01006939.12.1511 Bacteria;Bacteroidota;SJA-28;metagenome	99.5	1502	22.353836	32.877815	NA	0	0	0.0205949077341498	0.00501813584483735
Mari_18-Q3-R65-66_MAXAC.029.fa	67	4335219	289836	64704.8	1083HQ	186_1	186_1	SPREPHQ	90.83	1.09	0	NA	1	1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ESV8346.1468;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:midas_g_8346,s:midas_s_8346;	94.8	1468	FJ468378.1.1308 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	94.7	1312	9.432744	10.842301	0.57162786	1	1	0.0690674652011241	0.0120234792209441
Mari_18-Q3-R65-66_MAXAC.049.fa	50	3757211	501719	75144.2	1083HQ	216_0	216_0	SPREPHQ	97.86	4.82	0	NA	2	1	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	ESV3236.1462;tax=d:Bacteria,p:Acidobacteria,c:Holophagae,o:Holophagales,f:Holophagaceae,g:midas_g_201,s:midas_s_3236;	100	1462	FPLP01002205.15.1532 Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;metagenome	97.7	1522	14.766491	9.210683	0.22507836	0	0	0.0152197040584307	0.00320835196770082
Mari_18-Q3-R65-66_MAXAC.061.fa	30	5574162	876075	185805.4	1083HQ	122_1	122_1	NA	96.78	3.22	87.5	NA	2	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV17.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_17,s:midas_s_17;	99.9	1447	FPLP01001352.15.1519 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.7	1505	16.255346	24.755432	NA	0	0	0.0446130617371863	0.00723495125725693
Mari_18-Q3-R65-66_MAXAC.086.fa	19	4950671	1477053	260561.6	1083HQ	170_1	170_2	NA	98.1	3.02	33.33	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	ESV364.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_300,s:midas_s_364;	100	1445	KJ808496.1.1487 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;uncultured bacterium	99.7	1487	23.493904	35.86064	NA	0	0	0.0186454761876515	0.0032422757548194
Mari_18-Q3-R65-66_MAXAC.089_sub.fa	39	4508810	655386	115610.5	1083HQ	282_1	282_1	NA	96.51	4.01	73.91	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1233.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_1233;	99.6	1445	FPLP01004963.16.1518 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	99.4	1503	12.408053	13.150882	NA	0	0	0.0235793612460574	0.00514939221030059
Mari_18-Q3-R65-66_MAXAC.093.fa	22	3428406	1749876	155836.6	1083HQ	319_1	319_2	NA	98.4	4.81	73.33	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	ESV4234.1494;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cellvibrionales,f:Porticoccaceae,g:C1-B045,s:midas_s_3241;	100	1494	AM936202.1.1356 Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;uncultured Microbulbifer sp.	94.2	1361	25.452501	18.154856	NA	1	0	0.0166377904518964	0.00442889653063862
Mari_18-Q3-R65-66_MAXAC.196.fa	29	3500370	343913	120702.4	1083HQ	332_1	332_1	NA	96.38	3.73	45.45	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	ESV421.1462;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Propionivibrio,s:midas_s_421;	100	1462	FPLM01006208.14.1401 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;metagenome	99.6	1389	43.99144	16.620228	NA	0	0	0.0121367538731325	0.003128353674316
Mari_18-Q3-R65-66_MAXAC.209.fa	39	2320203	160509	59492.4	1083HQ	221_1	221_1	NA	92.13	0	0	NA	1	1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	ESV595.1458;tax=d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88,f:midas_f_595,g:midas_g_595,s:midas_s_595;	100	1458	FPLP01009312.6.1482 Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;metagenome	99.7	1477	15.319976	7.2952785	NA	0	1	0.00618737186865284	0.00154201236350139
Mari_18-Q3-R65-66_MAXAC.212.fa	25	4208592	2442056	168343.7	1083HQ	309_1	309_1	NA	95.83	3.52	33.33	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	ESV601.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_601;	100	1456	HQ158634.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;uncultured bacterium	99.1	1498	35.65908	26.117865	NA	0	0	0.00710682704678661	0.00172700103537796
Mari_18-Q3-R65-66_MAXAC.219.fa	42	5355522	490773	127512.4	1083HQ	51_1	51_2	SPREPHQ	93.62	2.38	12.5	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ESV1078.1448;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidetes_vadinHA17,g:midas_g_800,s:midas_s_1078;	98.6	1449	FPLP01006720.8.1482 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;metagenome	98.4	1476	6.384342	9.213397	0.09856401	0	0	0.0175155341919708	0.00450365922311878
Mari_18-Q3-R65-66_MAXAC.224.fa	59	4459439	396001	75583.7	1083HQ	261_0	261_0	SPREPHQ	95.52	2.62	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ESV1078.1448;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidetes_vadinHA17,g:midas_g_800,s:midas_s_1078;	96.5	1448	AJ583189.1.1384 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium	92.5	1385	7.718047	8.304522	0.115438156	0	0	0.0217266555967962	0.00466478837164628
Mari_18-Q3-R65-66_MAXAC.226.fa	16	5677984	1683217	354874	1083HQ	231_1	231_3	SPREPHQ	96.58	2.61	25	NA	1	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	ESV895.1442;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:Blastocatellales,f:Blastocatellaceae,g:JGI_0001001-H03,s:midas_s_895;	99.9	1442	FPLP01004473.3.1243 Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03;metagenome	99.6	1241	16.335276	19.202242	0.2551718	0	0	0.00598653518526109	0.00133693643439826
Mari_18-Q3-R65-66_MAXAC.243_uni.fa	1	1186598	1186598	1186598	1083HQ	16_0	16_0	SPREPHQ	70.79	1.98	0	CIRCULAR	1	1	d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__GCA-2747515;g__;s__	ESV6199.1440;tax=d:Bacteria,p:Patescibacteria,c:ABY1,o:Ca_Falkowbacteria,f:midas_f_5033,g:midas_g_5033,s:midas_s_5033;	72.6	1498	DQ018805.1.1327 Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria;uncultured anaerobic bacterium	94.7	1330	30.486217	35.170856	0.47865325	0	2	0.00213735813253167	0.000678867842119253
OdNE_18-Q3-R46-58_BAT3C.189.fa	31	5603226	868817	180749.2	1083HQ	417_0	417_0	SPREPHQ	95.54	0	0	NA	2	2	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__UBA5070 sp002414805	ESV206.1461;tax=d:Bacteria,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,g:midas_g_206,s:midas_s_206;	99	1461	FPLP01011232.33.1551 Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;metagenome	98.9	1519	19.618279	13.170792	0.30578876	0	0	0.0108965182901019	0.00265591356642126
OdNE_18-Q3-R46-58_BAT3C.195.fa	65	5733329	546621	88205.1	1083HQ	47_1	47_2	SPREPHQ	93.15	2.23	16.67	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV1126.1442;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_111,s:midas_s_111;	99.7	1442	FPLP01011980.15.1511 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	97.4	1503	7.9458733	9.552817	0.17912723	0	0	0.0281010082859718	0.00631354501141731
OdNE_18-Q3-R46-58_BAT3C.201.fa	7	5181342	2441704	740191.7	1083HQ	108_1	108_5	NA	98.51	3.96	50	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV142.1441;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_142,s:midas_s_142;	99.9	1441	JQ624281.1.1490 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured Bacteroidetes bacterium	98.7	1491	18.61368	22.692247	NA	0	0	0.00958083204033372	0.00165583728343906
